"","cve_ent","nom_ent","distrito","cve_mun","nom_mun","inegi","nombre_completo","mail"
"40","32","Zacatecas",2,"011","TRINIDAD GARCIA DE LA CADENA","32011","Claudia Edith Anaya Mota","claudia.anaya@senado.gob.mx"
"41","32","Zacatecas",2,"011","TRINIDAD GARCIA DE LA CADENA","32011","María Soledad Luévano Cantú","soledad.luevano@senado.gob.mx"
"42","32","Zacatecas",2,"011","TRINIDAD GARCIA DE LA CADENA","32011","José Narro Céspedes","jose.narro@senado.gob.mx"
"43","32","Zacatecas",2,"012","GENARO CODINA","32012","Claudia Edith Anaya Mota","claudia.anaya@senado.gob.mx"
"44","32","Zacatecas",2,"012","GENARO CODINA","32012","María Soledad Luévano Cantú","soledad.luevano@senado.gob.mx"
"45","32","Zacatecas",2,"012","GENARO CODINA","32012","José Narro Céspedes","jose.narro@senado.gob.mx"
"46","32","Zacatecas",2,"015","EL PLATEADO DE JOAQUIN AMARO","32015","Claudia Edith Anaya Mota","claudia.anaya@senado.gob.mx"
"47","32","Zacatecas",2,"015","EL PLATEADO DE JOAQUIN AMARO","32015","María Soledad Luévano Cantú","soledad.luevano@senado.gob.mx"
"48","32","Zacatecas",2,"015","EL PLATEADO DE JOAQUIN AMARO","32015","José Narro Céspedes","jose.narro@senado.gob.mx"
"49","32","Zacatecas",2,"018","HUANUSCO","32018","Claudia Edith Anaya Mota","claudia.anaya@senado.gob.mx"
"50","32","Zacatecas",2,"018","HUANUSCO","32018","María Soledad Luévano Cantú","soledad.luevano@senado.gob.mx"
"51","32","Zacatecas",2,"018","HUANUSCO","32018","José Narro Céspedes","jose.narro@senado.gob.mx"
"52","32","Zacatecas",2,"019","JALPA","32019","Claudia Edith Anaya Mota","claudia.anaya@senado.gob.mx"
"53","32","Zacatecas",2,"019","JALPA","32019","María Soledad Luévano Cantú","soledad.luevano@senado.gob.mx"
"54","32","Zacatecas",2,"019","JALPA","32019","José Narro Céspedes","jose.narro@senado.gob.mx"
"55","32","Zacatecas",2,"020","JEREZ","32020","Claudia Edith Anaya Mota","claudia.anaya@senado.gob.mx"
"56","32","Zacatecas",2,"020","JEREZ","32020","María Soledad Luévano Cantú","soledad.luevano@senado.gob.mx"
"57","32","Zacatecas",2,"020","JEREZ","32020","José Narro Céspedes","jose.narro@senado.gob.mx"
"58","32","Zacatecas",2,"023","JUCHIPILA","32023","Claudia Edith Anaya Mota","claudia.anaya@senado.gob.mx"
"59","32","Zacatecas",2,"023","JUCHIPILA","32023","María Soledad Luévano Cantú","soledad.luevano@senado.gob.mx"
"60","32","Zacatecas",2,"023","JUCHIPILA","32023","José Narro Céspedes","jose.narro@senado.gob.mx"
"61","32","Zacatecas",2,"025","LUIS MOYA","32025","Claudia Edith Anaya Mota","claudia.anaya@senado.gob.mx"
"62","32","Zacatecas",2,"025","LUIS MOYA","32025","María Soledad Luévano Cantú","soledad.luevano@senado.gob.mx"
"63","32","Zacatecas",2,"025","LUIS MOYA","32025","José Narro Céspedes","jose.narro@senado.gob.mx"
"64","32","Zacatecas",2,"028","MEZQUITAL DEL ORO","32028","Claudia Edith Anaya Mota","claudia.anaya@senado.gob.mx"
"65","32","Zacatecas",2,"028","MEZQUITAL DEL ORO","32028","María Soledad Luévano Cantú","soledad.luevano@senado.gob.mx"
"66","32","Zacatecas",2,"028","MEZQUITAL DEL ORO","32028","José Narro Céspedes","jose.narro@senado.gob.mx"
"67","32","Zacatecas",2,"030","MOMAX","32030","Claudia Edith Anaya Mota","claudia.anaya@senado.gob.mx"
"68","32","Zacatecas",2,"030","MOMAX","32030","María Soledad Luévano Cantú","soledad.luevano@senado.gob.mx"
"69","32","Zacatecas",2,"030","MOMAX","32030","José Narro Céspedes","jose.narro@senado.gob.mx"
"70","32","Zacatecas",2,"031","MONTE ESCOBEDO","32031","Claudia Edith Anaya Mota","claudia.anaya@senado.gob.mx"
"71","32","Zacatecas",2,"031","MONTE ESCOBEDO","32031","María Soledad Luévano Cantú","soledad.luevano@senado.gob.mx"
"72","32","Zacatecas",2,"031","MONTE ESCOBEDO","32031","José Narro Céspedes","jose.narro@senado.gob.mx"
"73","32","Zacatecas",2,"033","MOYAHUA DE ESTRADA","32033","Claudia Edith Anaya Mota","claudia.anaya@senado.gob.mx"
"74","32","Zacatecas",2,"033","MOYAHUA DE ESTRADA","32033","María Soledad Luévano Cantú","soledad.luevano@senado.gob.mx"
"75","32","Zacatecas",2,"033","MOYAHUA DE ESTRADA","32033","José Narro Céspedes","jose.narro@senado.gob.mx"
"76","32","Zacatecas",2,"034","NOCHISTLAN DE MEJIA","32034","Claudia Edith Anaya Mota","claudia.anaya@senado.gob.mx"
"77","32","Zacatecas",2,"034","NOCHISTLAN DE MEJIA","32034","María Soledad Luévano Cantú","soledad.luevano@senado.gob.mx"
"78","32","Zacatecas",2,"034","NOCHISTLAN DE MEJIA","32034","José Narro Céspedes","jose.narro@senado.gob.mx"
"79","32","Zacatecas",2,"036","OJOCALIENTE","32036","Claudia Edith Anaya Mota","claudia.anaya@senado.gob.mx"
"80","32","Zacatecas",2,"036","OJOCALIENTE","32036","María Soledad Luévano Cantú","soledad.luevano@senado.gob.mx"
"81","32","Zacatecas",2,"036","OJOCALIENTE","32036","José Narro Céspedes","jose.narro@senado.gob.mx"
"82","32","Zacatecas",2,"043","SUSTICACAN","32043","Claudia Edith Anaya Mota","claudia.anaya@senado.gob.mx"
"83","32","Zacatecas",2,"043","SUSTICACAN","32043","María Soledad Luévano Cantú","soledad.luevano@senado.gob.mx"
"84","32","Zacatecas",2,"043","SUSTICACAN","32043","José Narro Céspedes","jose.narro@senado.gob.mx"
"85","32","Zacatecas",2,"044","TABASCO","32044","Claudia Edith Anaya Mota","claudia.anaya@senado.gob.mx"
"86","32","Zacatecas",2,"044","TABASCO","32044","María Soledad Luévano Cantú","soledad.luevano@senado.gob.mx"
"87","32","Zacatecas",2,"044","TABASCO","32044","José Narro Céspedes","jose.narro@senado.gob.mx"
"88","32","Zacatecas",2,"045","TEPECHITLAN","32045","Claudia Edith Anaya Mota","claudia.anaya@senado.gob.mx"
"89","32","Zacatecas",2,"045","TEPECHITLAN","32045","María Soledad Luévano Cantú","soledad.luevano@senado.gob.mx"
"90","32","Zacatecas",2,"045","TEPECHITLAN","32045","José Narro Céspedes","jose.narro@senado.gob.mx"
"91","32","Zacatecas",2,"046","TEPETONGO","32046","Claudia Edith Anaya Mota","claudia.anaya@senado.gob.mx"
"92","32","Zacatecas",2,"046","TEPETONGO","32046","María Soledad Luévano Cantú","soledad.luevano@senado.gob.mx"
"93","32","Zacatecas",2,"046","TEPETONGO","32046","José Narro Céspedes","jose.narro@senado.gob.mx"
"94","32","Zacatecas",2,"047","TEUL DE GONZALEZ ORTEGA","32047","Claudia Edith Anaya Mota","claudia.anaya@senado.gob.mx"
"95","32","Zacatecas",2,"047","TEUL DE GONZALEZ ORTEGA","32047","María Soledad Luévano Cantú","soledad.luevano@senado.gob.mx"
"96","32","Zacatecas",2,"047","TEUL DE GONZALEZ ORTEGA","32047","José Narro Céspedes","jose.narro@senado.gob.mx"
"97","32","Zacatecas",2,"048","TLALTENANGO DE SANCHEZ ROMAN","32048","Claudia Edith Anaya Mota","claudia.anaya@senado.gob.mx"
"98","32","Zacatecas",2,"048","TLALTENANGO DE SANCHEZ ROMAN","32048","María Soledad Luévano Cantú","soledad.luevano@senado.gob.mx"
"99","32","Zacatecas",2,"048","TLALTENANGO DE SANCHEZ ROMAN","32048","José Narro Céspedes","jose.narro@senado.gob.mx"
"100","32","Zacatecas",2,"049","VALPARAISO","32049","Claudia Edith Anaya Mota","claudia.anaya@senado.gob.mx"
"101","32","Zacatecas",2,"049","VALPARAISO","32049","María Soledad Luévano Cantú","soledad.luevano@senado.gob.mx"
"102","32","Zacatecas",2,"049","VALPARAISO","32049","José Narro Céspedes","jose.narro@senado.gob.mx"
"103","32","Zacatecas",2,"055","VILLANUEVA","32055","Claudia Edith Anaya Mota","claudia.anaya@senado.gob.mx"
"104","32","Zacatecas",2,"055","VILLANUEVA","32055","María Soledad Luévano Cantú","soledad.luevano@senado.gob.mx"
"105","32","Zacatecas",2,"055","VILLANUEVA","32055","José Narro Céspedes","jose.narro@senado.gob.mx"
"106","32","Zacatecas",2,"058","SANTA MARIA DE LA PAZ","32058","Claudia Edith Anaya Mota","claudia.anaya@senado.gob.mx"
"107","32","Zacatecas",2,"058","SANTA MARIA DE LA PAZ","32058","María Soledad Luévano Cantú","soledad.luevano@senado.gob.mx"
"108","32","Zacatecas",2,"058","SANTA MARIA DE LA PAZ","32058","José Narro Céspedes","jose.narro@senado.gob.mx"
"109","32","Zacatecas",3,"007","CONCEPCION DEL ORO","32007","Claudia Edith Anaya Mota","claudia.anaya@senado.gob.mx"
"110","32","Zacatecas",3,"007","CONCEPCION DEL ORO","32007","María Soledad Luévano Cantú","soledad.luevano@senado.gob.mx"
"111","32","Zacatecas",3,"007","CONCEPCION DEL ORO","32007","José Narro Céspedes","jose.narro@senado.gob.mx"
"112","32","Zacatecas",3,"014","GENERAL FRANCISCO R. MURGUIA","32014","Claudia Edith Anaya Mota","claudia.anaya@senado.gob.mx"
"113","32","Zacatecas",3,"014","GENERAL FRANCISCO R. MURGUIA","32014","María Soledad Luévano Cantú","soledad.luevano@senado.gob.mx"
"114","32","Zacatecas",3,"014","GENERAL FRANCISCO R. MURGUIA","32014","José Narro Céspedes","jose.narro@senado.gob.mx"
"115","32","Zacatecas",3,"022","JUAN ALDAMA","32022","Claudia Edith Anaya Mota","claudia.anaya@senado.gob.mx"
"116","32","Zacatecas",3,"022","JUAN ALDAMA","32022","María Soledad Luévano Cantú","soledad.luevano@senado.gob.mx"
"117","32","Zacatecas",3,"022","JUAN ALDAMA","32022","José Narro Céspedes","jose.narro@senado.gob.mx"
"118","32","Zacatecas",3,"026","MAZAPIL","32026","Claudia Edith Anaya Mota","claudia.anaya@senado.gob.mx"
"119","32","Zacatecas",3,"026","MAZAPIL","32026","María Soledad Luévano Cantú","soledad.luevano@senado.gob.mx"
"120","32","Zacatecas",3,"026","MAZAPIL","32026","José Narro Céspedes","jose.narro@senado.gob.mx"
"121","32","Zacatecas",3,"027","MELCHOR OCAMPO","32027","Claudia Edith Anaya Mota","claudia.anaya@senado.gob.mx"
"122","32","Zacatecas",3,"027","MELCHOR OCAMPO","32027","María Soledad Luévano Cantú","soledad.luevano@senado.gob.mx"
"123","32","Zacatecas",3,"027","MELCHOR OCAMPO","32027","José Narro Céspedes","jose.narro@senado.gob.mx"
"124","32","Zacatecas",3,"029","MIGUEL AUZA","32029","Claudia Edith Anaya Mota","claudia.anaya@senado.gob.mx"
"125","32","Zacatecas",3,"029","MIGUEL AUZA","32029","María Soledad Luévano Cantú","soledad.luevano@senado.gob.mx"
"126","32","Zacatecas",3,"029","MIGUEL AUZA","32029","José Narro Céspedes","jose.narro@senado.gob.mx"
"127","32","Zacatecas",3,"032","MORELOS","32032","Claudia Edith Anaya Mota","claudia.anaya@senado.gob.mx"
"128","32","Zacatecas",3,"032","MORELOS","32032","María Soledad Luévano Cantú","soledad.luevano@senado.gob.mx"
"129","32","Zacatecas",3,"032","MORELOS","32032","José Narro Céspedes","jose.narro@senado.gob.mx"
"130","32","Zacatecas",3,"037","PANUCO","32037","Claudia Edith Anaya Mota","claudia.anaya@senado.gob.mx"
"131","32","Zacatecas",3,"037","PANUCO","32037","María Soledad Luévano Cantú","soledad.luevano@senado.gob.mx"
"132","32","Zacatecas",3,"037","PANUCO","32037","José Narro Céspedes","jose.narro@senado.gob.mx"
"133","32","Zacatecas",3,"039","RIO GRANDE","32039","Claudia Edith Anaya Mota","claudia.anaya@senado.gob.mx"
"134","32","Zacatecas",3,"039","RIO GRANDE","32039","María Soledad Luévano Cantú","soledad.luevano@senado.gob.mx"
"135","32","Zacatecas",3,"039","RIO GRANDE","32039","José Narro Céspedes","jose.narro@senado.gob.mx"
"136","32","Zacatecas",3,"041","EL SALVADOR","32041","Claudia Edith Anaya Mota","claudia.anaya@senado.gob.mx"
"137","32","Zacatecas",3,"041","EL SALVADOR","32041","María Soledad Luévano Cantú","soledad.luevano@senado.gob.mx"
"138","32","Zacatecas",3,"041","EL SALVADOR","32041","José Narro Céspedes","jose.narro@senado.gob.mx"
"139","32","Zacatecas",3,"050","VETAGRANDE","32050","Claudia Edith Anaya Mota","claudia.anaya@senado.gob.mx"
"140","32","Zacatecas",3,"050","VETAGRANDE","32050","María Soledad Luévano Cantú","soledad.luevano@senado.gob.mx"
"141","32","Zacatecas",3,"050","VETAGRANDE","32050","José Narro Céspedes","jose.narro@senado.gob.mx"
"142","32","Zacatecas",3,"051","VILLA DE COS","32051","Claudia Edith Anaya Mota","claudia.anaya@senado.gob.mx"
"143","32","Zacatecas",3,"051","VILLA DE COS","32051","María Soledad Luévano Cantú","soledad.luevano@senado.gob.mx"
"144","32","Zacatecas",3,"051","VILLA DE COS","32051","José Narro Céspedes","jose.narro@senado.gob.mx"
"145","32","Zacatecas",3,"056","ZACATECAS","32056","Claudia Edith Anaya Mota","claudia.anaya@senado.gob.mx"
"146","32","Zacatecas",3,"056","ZACATECAS","32056","María Soledad Luévano Cantú","soledad.luevano@senado.gob.mx"
"147","32","Zacatecas",3,"056","ZACATECAS","32056","José Narro Céspedes","jose.narro@senado.gob.mx"
"148","32","Zacatecas",4,"016","GENERAL PANFILO NATERA","32016","Claudia Edith Anaya Mota","claudia.anaya@senado.gob.mx"
"149","32","Zacatecas",4,"016","GENERAL PANFILO NATERA","32016","María Soledad Luévano Cantú","soledad.luevano@senado.gob.mx"
"150","32","Zacatecas",4,"016","GENERAL PANFILO NATERA","32016","José Narro Céspedes","jose.narro@senado.gob.mx"
"151","32","Zacatecas",4,"017","GUADALUPE","32017","Claudia Edith Anaya Mota","claudia.anaya@senado.gob.mx"
"152","32","Zacatecas",4,"017","GUADALUPE","32017","María Soledad Luévano Cantú","soledad.luevano@senado.gob.mx"
"153","32","Zacatecas",4,"017","GUADALUPE","32017","José Narro Céspedes","jose.narro@senado.gob.mx"
"154","32","Zacatecas",4,"024","LORETO","32024","Claudia Edith Anaya Mota","claudia.anaya@senado.gob.mx"
"155","32","Zacatecas",4,"024","LORETO","32024","María Soledad Luévano Cantú","soledad.luevano@senado.gob.mx"
"156","32","Zacatecas",4,"024","LORETO","32024","José Narro Céspedes","jose.narro@senado.gob.mx"
"157","32","Zacatecas",4,"035","NORIA DE ANGELES","32035","Claudia Edith Anaya Mota","claudia.anaya@senado.gob.mx"
"158","32","Zacatecas",4,"035","NORIA DE ANGELES","32035","María Soledad Luévano Cantú","soledad.luevano@senado.gob.mx"
"159","32","Zacatecas",4,"035","NORIA DE ANGELES","32035","José Narro Céspedes","jose.narro@senado.gob.mx"
"160","32","Zacatecas",4,"038","PINOS","32038","Claudia Edith Anaya Mota","claudia.anaya@senado.gob.mx"
"161","32","Zacatecas",4,"038","PINOS","32038","María Soledad Luévano Cantú","soledad.luevano@senado.gob.mx"
"162","32","Zacatecas",4,"038","PINOS","32038","José Narro Céspedes","jose.narro@senado.gob.mx"
"163","32","Zacatecas",4,"052","VILLA GARCIA","32052","Claudia Edith Anaya Mota","claudia.anaya@senado.gob.mx"
"164","32","Zacatecas",4,"052","VILLA GARCIA","32052","María Soledad Luévano Cantú","soledad.luevano@senado.gob.mx"
"165","32","Zacatecas",4,"052","VILLA GARCIA","32052","José Narro Céspedes","jose.narro@senado.gob.mx"
"166","32","Zacatecas",4,"053","VILLA GONZALEZ ORTEGA","32053","Claudia Edith Anaya Mota","claudia.anaya@senado.gob.mx"
"167","32","Zacatecas",4,"053","VILLA GONZALEZ ORTEGA","32053","María Soledad Luévano Cantú","soledad.luevano@senado.gob.mx"
"168","32","Zacatecas",4,"053","VILLA GONZALEZ ORTEGA","32053","José Narro Céspedes","jose.narro@senado.gob.mx"
"169","32","Zacatecas",4,"054","VILLA HIDALGO","32054","Claudia Edith Anaya Mota","claudia.anaya@senado.gob.mx"
"170","32","Zacatecas",4,"054","VILLA HIDALGO","32054","María Soledad Luévano Cantú","soledad.luevano@senado.gob.mx"
"171","32","Zacatecas",4,"054","VILLA HIDALGO","32054","José Narro Céspedes","jose.narro@senado.gob.mx"
"172","32","Zacatecas",4,"057","TRANCOSO","32057","Claudia Edith Anaya Mota","claudia.anaya@senado.gob.mx"
"173","32","Zacatecas",4,"057","TRANCOSO","32057","María Soledad Luévano Cantú","soledad.luevano@senado.gob.mx"
"174","32","Zacatecas",4,"057","TRANCOSO","32057","José Narro Céspedes","jose.narro@senado.gob.mx"
"175","02","Baja California",1,"002","MEXICALI","02002","Jaime Bonilla Valdez","jaime.bonilla@senado.gob.mx"
"176","02","Baja California",1,"002","MEXICALI","02002","Gina Andrea Cruz Blackledge","gina.cruz@senado.gob.mx"
"177","02","Baja California",1,"002","MEXICALI","02002","Alejandra del Carmen León Gastélum","alejandra.leon@senado.gob.mx"
"178","02","Baja California",2,"002","MEXICALI","02002","Jaime Bonilla Valdez","jaime.bonilla@senado.gob.mx"
"179","02","Baja California",2,"002","MEXICALI","02002","Gina Andrea Cruz Blackledge","gina.cruz@senado.gob.mx"
"180","02","Baja California",2,"002","MEXICALI","02002","Alejandra del Carmen León Gastélum","alejandra.leon@senado.gob.mx"
"181","02","Baja California",3,"001","ENSENADA","02001","Jaime Bonilla Valdez","jaime.bonilla@senado.gob.mx"
"182","02","Baja California",3,"001","ENSENADA","02001","Gina Andrea Cruz Blackledge","gina.cruz@senado.gob.mx"
"183","02","Baja California",3,"001","ENSENADA","02001","Alejandra del Carmen León Gastélum","alejandra.leon@senado.gob.mx"
"184","02","Baja California",3,"006","SAN QUINTIN","02006","Jaime Bonilla Valdez","jaime.bonilla@senado.gob.mx"
"185","02","Baja California",3,"006","SAN QUINTIN","02006","Gina Andrea Cruz Blackledge","gina.cruz@senado.gob.mx"
"186","02","Baja California",3,"006","SAN QUINTIN","02006","Alejandra del Carmen León Gastélum","alejandra.leon@senado.gob.mx"
"187","02","Baja California",4,"003","TECATE","02003","Jaime Bonilla Valdez","jaime.bonilla@senado.gob.mx"
"188","02","Baja California",4,"003","TECATE","02003","Gina Andrea Cruz Blackledge","gina.cruz@senado.gob.mx"
"189","02","Baja California",4,"003","TECATE","02003","Alejandra del Carmen León Gastélum","alejandra.leon@senado.gob.mx"
"190","02","Baja California",4,"004","TIJUANA","02004","Jaime Bonilla Valdez","jaime.bonilla@senado.gob.mx"
"191","02","Baja California",4,"004","TIJUANA","02004","Gina Andrea Cruz Blackledge","gina.cruz@senado.gob.mx"
"192","02","Baja California",4,"004","TIJUANA","02004","Alejandra del Carmen León Gastélum","alejandra.leon@senado.gob.mx"
"193","02","Baja California",5,"004","TIJUANA","02004","Jaime Bonilla Valdez","jaime.bonilla@senado.gob.mx"
"194","02","Baja California",5,"004","TIJUANA","02004","Gina Andrea Cruz Blackledge","gina.cruz@senado.gob.mx"
"195","02","Baja California",5,"004","TIJUANA","02004","Alejandra del Carmen León Gastélum","alejandra.leon@senado.gob.mx"
"196","02","Baja California",6,"004","TIJUANA","02004","Jaime Bonilla Valdez","jaime.bonilla@senado.gob.mx"
"197","02","Baja California",6,"004","TIJUANA","02004","Gina Andrea Cruz Blackledge","gina.cruz@senado.gob.mx"
"198","02","Baja California",6,"004","TIJUANA","02004","Alejandra del Carmen León Gastélum","alejandra.leon@senado.gob.mx"
"199","02","Baja California",7,"001","ENSENADA","02001","Jaime Bonilla Valdez","jaime.bonilla@senado.gob.mx"
"200","02","Baja California",7,"001","ENSENADA","02001","Gina Andrea Cruz Blackledge","gina.cruz@senado.gob.mx"
"201","02","Baja California",7,"001","ENSENADA","02001","Alejandra del Carmen León Gastélum","alejandra.leon@senado.gob.mx"
"202","02","Baja California",7,"002","MEXICALI","02002","Jaime Bonilla Valdez","jaime.bonilla@senado.gob.mx"
"203","02","Baja California",7,"002","MEXICALI","02002","Gina Andrea Cruz Blackledge","gina.cruz@senado.gob.mx"
"204","02","Baja California",7,"002","MEXICALI","02002","Alejandra del Carmen León Gastélum","alejandra.leon@senado.gob.mx"
"205","02","Baja California",7,"003","TECATE","02003","Jaime Bonilla Valdez","jaime.bonilla@senado.gob.mx"
"206","02","Baja California",7,"003","TECATE","02003","Gina Andrea Cruz Blackledge","gina.cruz@senado.gob.mx"
"207","02","Baja California",7,"003","TECATE","02003","Alejandra del Carmen León Gastélum","alejandra.leon@senado.gob.mx"
"208","02","Baja California",7,"005","PLAYAS DE ROSARITO","02005","Jaime Bonilla Valdez","jaime.bonilla@senado.gob.mx"
"209","02","Baja California",7,"005","PLAYAS DE ROSARITO","02005","Gina Andrea Cruz Blackledge","gina.cruz@senado.gob.mx"
"210","02","Baja California",7,"005","PLAYAS DE ROSARITO","02005","Alejandra del Carmen León Gastélum","alejandra.leon@senado.gob.mx"
"211","02","Baja California",8,"004","TIJUANA","02004","Jaime Bonilla Valdez","jaime.bonilla@senado.gob.mx"
"212","02","Baja California",8,"004","TIJUANA","02004","Gina Andrea Cruz Blackledge","gina.cruz@senado.gob.mx"
"213","02","Baja California",8,"004","TIJUANA","02004","Alejandra del Carmen León Gastélum","alejandra.leon@senado.gob.mx"
"214","03","Baja California Sur",1,"001","COMONDU","03001","María Guadalupe Saldaña Cisneros","lupitasaldana@senado.gob.mx"
"215","03","Baja California Sur",1,"001","COMONDU","03001","Jesús Lucía Trasviña Waldenrath","lucia.trasvina@senado.gob.mx"
"216","03","Baja California Sur",1,"001","COMONDU","03001","Ricardo Velázquez Meza","ricardo.velazquez@senado.gob.mx"
"217","03","Baja California Sur",1,"002","MULEGE","03002","María Guadalupe Saldaña Cisneros","lupitasaldana@senado.gob.mx"
"218","03","Baja California Sur",1,"002","MULEGE","03002","Jesús Lucía Trasviña Waldenrath","lucia.trasvina@senado.gob.mx"
"219","03","Baja California Sur",1,"002","MULEGE","03002","Ricardo Velázquez Meza","ricardo.velazquez@senado.gob.mx"
"220","03","Baja California Sur",1,"003","LA PAZ","03003","María Guadalupe Saldaña Cisneros","lupitasaldana@senado.gob.mx"
"221","03","Baja California Sur",1,"003","LA PAZ","03003","Jesús Lucía Trasviña Waldenrath","lucia.trasvina@senado.gob.mx"
"222","03","Baja California Sur",1,"003","LA PAZ","03003","Ricardo Velázquez Meza","ricardo.velazquez@senado.gob.mx"
"223","03","Baja California Sur",1,"005","LORETO","03005","María Guadalupe Saldaña Cisneros","lupitasaldana@senado.gob.mx"
"224","03","Baja California Sur",1,"005","LORETO","03005","Jesús Lucía Trasviña Waldenrath","lucia.trasvina@senado.gob.mx"
"225","03","Baja California Sur",1,"005","LORETO","03005","Ricardo Velázquez Meza","ricardo.velazquez@senado.gob.mx"
"226","03","Baja California Sur",2,"003","LA PAZ","03003","María Guadalupe Saldaña Cisneros","lupitasaldana@senado.gob.mx"
"227","03","Baja California Sur",2,"003","LA PAZ","03003","Jesús Lucía Trasviña Waldenrath","lucia.trasvina@senado.gob.mx"
